Model 	GenomeIDSpeciesA 	GenomeIDSpeciesB 	GRSpeciesAFull 	GRSpeciesBFull 	GRASolo 	GRBSolo 	PercentChangeRawA 	PercentChangeRawB 	TypeOfInteraction
1321817.3X267747.3 	1321817.3 	267747.3 	0.0 	24.7255086097 	1.5730350624 	24.7255086097 	-1.0 	0.0 	Amensalism
1321817.3X537011.5 	1321817.3 	537011.5 	2.56522515571 	14.928339375 	1.5730350624 	8.68963475561 	0.630748873325 	0.717947853374 	Mutualism
1321817.3X537013.3 	1321817.3 	537013.3 	0.356206644418 	1.54435159439 	1.5730350624 	0.127699415409 	-0.773554542469 	11.0936465484 	Parasitism
1321817.3X552395.3 	1321817.3 	552395.3 	-4.81394478802e-26 	14.9808487324 	1.5730350624 	12.3720208349 	-1.0 	0.210865139359 	Parasitism
1321817.3X997830.4 	1321817.3 	997830.4 	0.13023031854 	2.66060234938 	1.5730350624 	0.241581420921 	-0.917210797361 	10.0132738653 	Parasitism
1332188.3X1077975.4 	1332188.3 	1077975.4 	3.57005642621 	24.1407023596 	3.68896643112 	24.7256579876 	-0.0322339623117 	-0.0236578386829 	Neutralism
1332188.3X1105030.3 	1332188.3 	1105030.3 	3.68896643112 	12.3437519399 	3.68896643112 	12.4270826445 	0.0 	-0.00670557257756 	Neutralism
1332188.3X1235815.4 	1332188.3 	1235815.4 	2.71768371073 	6.40793751026 	3.68896643112 	6.40793751026 	-0.263293998068 	0.0 	Amensalism
1332188.3X1321817.3 	1332188.3 	1321817.3 	3.68896643112 	1.53634110033 	3.68896643112 	1.5730350624 	0.0 	-0.0233268558007 	Neutralism
1332188.3X267747.3 	1332188.3 	267747.3 	3.57005642621 	24.1405565157 	3.68896643112 	24.7255086097 	-0.0322339623117 	-0.0236578386812 	Neutralism
1332188.3X457394.3 	1332188.3 	457394.3 	3.68896643112 	1.78136687039 	3.68896643112 	1.78136687039 	0.0 	0.0 	Neutralism
1332188.3X552395.3 	1332188.3 	552395.3 	3.68896643112 	12.2822528455 	3.68896643112 	12.3720208349 	0.0 	-0.00725572568927 	Neutralism
1332188.3X596320.3 	1332188.3 	596320.3 	3.57005642621 	14.4854195238 	3.68896643112 	15.2048471668 	-0.0322339623117 	-0.0473156773697 	Neutralism
1332188.3X679201.3 	1332188.3 	679201.3 	3.68896643112 	28.522483109 	3.68896643112 	30.5091313735 	0.0 	-0.0651165134851 	Neutralism
1332188.3X713605.5 	1332188.3 	713605.5 	3.68896643112 	1.64143706619 	3.68896643112 	1.7285697881 	0.0 	-0.0504074076209 	Neutralism
1332188.3X857291.3 	1332188.3 	857291.3 	2.7700835678 	6.37648148707 	3.68896643112 	6.37648148707 	-0.249089516123 	0.0 	Amensalism
1332188.3X871541.3 	1332188.3 	871541.3 	3.57005642621 	24.1407106591 	3.68896643112 	24.7256664882 	-0.0322339623117 	-0.0236578386827 	Neutralism
1332188.3X888056.4 	1332188.3 	888056.4 	3.68896643112 	28.522483109 	3.68896643112 	32.2114495402 	0.0 	-0.114523453116 	Amensalism
1332188.3X925409.4 	1332188.3 	925409.4 	3.57005642621 	11.8685278155 	3.68896643112 	12.4579858549 	-0.0322339623117 	-0.0473156773708 	Neutralism
1332188.3X997830.4 	1332188.3 	997830.4 	3.68896643112 	0.153294595523 	3.68896643112 	0.241581420921 	0.0 	-0.365453705262 	Amensalism
1332188.3X997894.4 	1332188.3 	997894.4 	3.64688176735 	24.0154438901 	3.68896643112 	24.4644587377 	-0.0114082533837 	-0.0183537617739 	Neutralism
1339350.3X267747.3 	1339350.3 	267747.3 	1.52959854973e-14 	24.7255086097 	1.78140740078 	24.7255086097 	-1.0 	0.0 	Amensalism
1339350.3X537011.5 	1339350.3 	537011.5 	6.19503108932 	6.16755717314 	1.78140740077 	8.68963475561 	2.47760489074 	-0.290239768805 	Parasitism
1381118.3X457416.3 	1381118.3 	457416.3 	0.0 	32.2114495402 	16.2046259263 	32.2114495402 	-1.0 	0.0 	Amensalism
